id,name,风格,风格_multi,风格_证据,风格_关键词,产品,产品_multi,产品_证据,产品_关键词,工艺,工艺_multi,工艺_证据,工艺_关键词,风味,风味_multi,风味_证据,风味_关键词,经营,经营_multi,经营_证据,经营_关键词,价格带,价格_置信,区,商圈,评分,评论数,外卖,团购,分店数,菜品摘要,brand_product,conflict
l55JAV8iTKE31ezh,空空韩式炸鸡(庙张南区店),韩式,False,C:品牌映射,brand:空空,鸡块/鸡米花/鸡柳,False,C:品牌映射,brand:空空,裹粉炸,False,C:品牌映射,brand:空空,甜辣,False,C:品牌映射,brand:空空,外卖型,False,C:品牌映射,brand:空空,Unknown,D,金水区,祭城/大旺城,口味:3.6 环境:3.5 服务:3.5,2,1,,0,虾丸_撒尿牛肉丸_鸡胗串_香菇_西葫芦_线椒_臭豆腐_豆腐扣_香炸鸡皮_骨肉相连,,
H6XPryJLXx9dvz5Y,叫了只炸鸡(东区店),中式,False,C:品牌映射,brand:叫了只,鸡腿+鸡块/鸡米花/鸡柳,True,C:品牌映射,brand:叫了只,生炸/现炸,False,C:品牌映射,brand:叫了只,甜辣+酱香,True,C:品牌映射,brand:叫了只,外卖型,False,C:品牌映射,brand:叫了只,20-30,A,金水区,祭城/大旺城,口味:3.6 环境:3.6 服务:3.6,6,1,1,0,黄金蝴蝶虾_芝士热狗拉丝棒_黄金小馒头_雪花鸡柳_益生菌乳饮_香脆鸡腿堡_红豆派_韩国炸鸡_奥尔良手枪腿_BHC同款拉丝芝士球,,
l1YKRoBBToyAYGaB,小伟炸鸡(祭城店),Unknown,False,D:无证据,,整鸡/大单品+鸡腿+鸡翅+鸡排+鸡块/鸡米花/鸡柳,True,A:菜品直接证据,大鸡;鸡腿;鸡翅;鸡排;鸡叉骨;鸡米花,裹粉炸,False,A:菜品直接证据,脆皮,香辣,False,A:菜品直接证据,香辣,含团购,False,B:团购字段,1,Unknown,D,金水区,祭城/大旺城,,45,,1,0,汉斯果啤_青花椒泡凤爪_香辣鸡腿堡_炸薯条_炸烧饼_炸琵琶腿_秘制鸡米花_脆皮无骨鸡块_比巴掌大鸡排_收藏抢购两个翅尖,,
l50Qp2RfwNAg4kTT,熊二家的烤鸡和炸鸡(祭城店),Unknown,False,D:无证据,,整鸡/大单品+鸡腿,True,A:菜品直接证据,大鸡;鸡腿;鸡翅,裹粉炸,True,A:菜品直接证据,脆皮;烤鸡,香辣,True,A:菜品直接证据,麻辣;芝士;番茄,堂食+外卖+团购,False,B:多字段组合,外卖:1/团购:1,30-50,A,金水区,祭城/大旺城,口味:3.8 环境:3.9 服务:3.8,5,1,1,0,抹茶大福_烤鸡嗨拼呀_黄金芝士拉丝棒热狗_小火慢烤大鸡腿_脆皮香蕉_骨肉相连_芒果大福_天使的翅膀_榴莲大福_江南叫花鸡,,
l5ogB8yxmm6VivYW,刘记布袋馍炸串饼夹菜(祭城2号院东区店),Unknown,False,D:无证据,,鸡块/鸡米花/鸡柳,False,A:菜品直接证据,鸡柳,Unknown,False,D:无证据,,Unknown,False,D:无证据,,含外卖,False,B:外卖字段,1,Unknown,D,金水区,祭城/大旺城,口味:3.7 环境:3.8 服务:3.8,3,1,,0,中原红老汽水_永和豆奶_鱼豆腐_香菇_杏鲍菇_精选香肠_黄瓜_木耳_香菜_整个大青椒,,
G33zIcGTNrfJv8v8,Kungfu Chicken韩式炸鸡(庙张小区店),韩式,False,C:品牌映射,brand:Kungfu,鸡翅,False,C:品牌映射,brand:Kungfu,裹粉炸,False,C:品牌映射,brand:Kungfu,甜辣,False,C:品牌映射,brand:Kungfu,堂食+外带,False,C:品牌映射,brand:Kungfu,50+,A,金水区,祭城/大旺城,口味:3.5 环境:3.5 服务:3.5,6,1,,0,黑椒鸡_来两腿,,
l3rrCHIM2XSLY40Q,真至美·御膳叉骨炸鸡(陈庄街店),中式,False,C:品牌映射,brand:御膳,鸡架/锁骨/叉骨,False,C:品牌映射,brand:御膳,生炸/现炸,False,C:品牌映射,brand:御膳,椒盐,False,C:品牌映射,brand:御膳,档口/摊位,False,C:品牌映射,brand:御膳,15-20,A,金水区,祭城/大旺城,,,1,,0,,,
G4jwnzSKGVH8nvAr,咕噜咕噜韩式炸鸡(祭城店),韩式,False,C:品牌映射,brand:咕噜咕噜,鸡翅+鸡块/鸡米花/鸡柳,True,C:品牌映射,brand:咕噜咕噜,裹粉炸,False,C:品牌映射,brand:咕噜咕噜,甜辣,False,C:品牌映射,brand:咕噜咕噜,外卖型,False,C:品牌映射,brand:咕噜咕噜,20-30,A,金水区,祭城/大旺城,口味:3.5 环境:3.5 服务:3.5,3,,1,0,招牌炸鸡_翅中_爆香一口肠_无骨鸡块,,
G9zXMk6uOgNpsYuk,常久久·韩式炸鸡(祭城店),韩式,False,C:品牌映射,brand:常久久,鸡块/鸡米花/鸡柳,False,C:品牌映射,brand:常久久,裹粉炸,False,C:品牌映射,brand:常久久,甜辣,False,C:品牌映射,brand:常久久,外卖型,False,C:品牌映射,brand:常久久,20-30,A,金水区,祭城/大旺城,,1,,1,0,,,
l73o8cjA9PED6xyo,美味炸鸡炸鱼(郑东新区店),Unknown,False,D:无证据,,鸡腿+鸡块/鸡米花/鸡柳+鸡脖/其他部位,True,A:菜品直接证据,鸡腿;鸡排;鸡叉骨;鸡米花;鸡皮,裹粉炸,False,A:菜品直接证据,酥炸,原味+酸甜,True,A:菜品直接证据,香酥;甘梅,含团购,False,B:团购字段,1,15-20,A,金水区,祭城/大旺城,,,,1,0,火爆鸡米花_手切鸡柳_脆骨肉_秘制鸡块_甘梅薯条_黄金鸡腿块_黄金无骨鸡块_香酥炸鸡皮_大虾去头去虾线_山楂汁,,
FP5HJoqnXqLaZkYc,八块八炸鸡烤肉饭(庙张南区店),Unknown,False,D:无证据,,Unknown,False,D:无证据,,裹粉炸,False,A:菜品直接证据,酥炸,原味+酸甜,True,A:菜品直接证据,香酥;麻辣;黑椒;照烧;酸甜,堂食+外带,False,C:店名推断,烤肉,15-20,A,金水区,祭城/大旺城,,2,,1,0,五香卤蛋_酸甜番茄酱_墨西哥鸡肉卷_爆浆撒尿牛肉丸_小米南瓜粥_山野菜杂面_无骨香酥炸鸡_猪肉大葱手工水饺_韭菜鸡蛋纯手工水饺_山野菜杂面条,,
G2wg03UwPo4MbkDY,爱上叉骨炸鸡(东区店),中式,False,A:菜品直接证据,香酥鸡,整鸡/大单品+鸡架/锁骨/叉骨+鸡块/鸡米花/鸡柳,True,A:菜品直接证据,脆皮鸡;鸡腿;鸡翅;叉骨;鸡块,裹粉炸,False,A:菜品直接证据,脆皮,原味+酸甜,True,A:菜品直接证据,香酥;黑椒;番茄,含外卖,False,B:外卖字段,1,15-20,A,金水区,祭城/大旺城,口味:3.6 环境:3.6 服务:3.6,9,1,,0,博爱油酥烧饼_雪花啤酒_忆霖番茄酱_黄金小叉骨_香酥鸡块_香酥伴翅_甘梅地瓜条_哈尔滨啤酒_金锣小烤肠,,
l7R0UH9gL8eAyO4G,Beicun北村黄油芝士炸鸡(郑州店),韩式,False,C:品牌映射,brand:Beicun,鸡翅,False,C:品牌映射,brand:Beicun,裹粉炸,False,C:品牌映射,brand:Beicun,黄油芝士,False,C:品牌映射,brand:Beicun,堂食+外带,False,C:品牌映射,brand:Beicun,Unknown,D,二七区,长江中路沿线,口味:3.6 环境:3.6 服务:3.6,1,,,0,,,
l1ZEE8Qv1hS0K898,馋嘴鸭,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,含团购,False,B:团购字段,1,Unknown,D,二七区,长江中路沿线,,8,,1,0,整只馋嘴鸭_烧饼夹鸭_烙馍夹鸭,,
k8l5J6pcdTqZNGoV,爱上叉骨炸鸡(兴华南街店),中式,False,A:菜品直接证据,香酥鸡,整鸡/大单品+鸡腿+鸡翅+鸡架/锁骨/叉骨+鸡块/鸡米花/鸡柳,True,A:菜品直接证据,脆皮鸡;鸡腿;鸡翅;鸡叉骨;鸡柳,裹粉炸,False,A:菜品直接证据,脆皮,原味,True,A:菜品直接证据,香酥;甘梅,堂食+外卖+团购,False,B:多字段组合,外卖:1/团购:1,15-20,A,二七区,长江中路沿线,口味:3.9 环境:3.7 服务:3.7,12,1,1,0,黄金小叉骨_台湾小烤肠_鸡腿肉鸡柳拼盘_招牌御膳叉骨_爆汁一口肠_黑加仑_香酥伴翅_脆皮鸡翅根_崂山啤酒,,
kagfVIelorB3zCSP,鸡员外爆汁烤鸡,Unknown,False,D:无证据,,整鸡/大单品,False,A:菜品直接证据,烤鸡,烤炸复合,False,A:菜品直接证据,烤鸡,Unknown,False,D:无证据,,含团购,False,B:团购字段,1,30-50,A,二七区,长江中路沿线,,1,,1,0,卤烤羊排_爆汁烤鸡_卤烤羔羊腿_鸡员外爆汁烤鸡,,
HaxvdEsEUFRhuaz9,芯耀炸鸡(王胡砦幸福家园店),中式,False,A:菜品直接证据,香酥鸡,整鸡/大单品+鸡架/锁骨/叉骨,True,A:菜品直接证据,香酥鸡;鸡叉骨,Unknown,False,D:无证据,,原味,False,A:菜品直接证据,香酥,含团购,False,B:团购字段,1,Unknown,D,二七区,长江中路沿线,,3,,1,0,龙骨脆_香酥鸡叉骨,,
k1peZ2TuAvFOrK4Q,小马炸鸡(郑航街店),中式,False,C:品牌映射,brand:小马,鸡腿+鸡翅+鸡架/锁骨/叉骨+鸡块/鸡米花/鸡柳+鸡脖/其他部位,True,C:品牌映射,brand:小马,生炸/现炸,False,C:品牌映射,brand:小马,原味+酸甜,True,C:品牌映射,brand:小马,档口/摊位,False,C:品牌映射,brand:小马,15-20,A,二七区,长江中路沿线,口味:3.5 环境:3.5 服务:3.5,5,1,,0,凤骨脆_第半价丨香酥脆骨肉_买纯鸡腿肉送鸡叉骨_鸡皮_香酥翅根_鸡叉骨十鸡米花_统一金桔柠檬罐装_统一鲜橙多罐装_比点丨鸡米花_五一优享丨鸡叉骨,,
H7zcKe5VluQPQWLQ,豫兴茂炸鸡(行云路店),Unknown,False,D:无证据,,鸡块/鸡米花/鸡柳+鸡脖/其他部位,True,A:菜品直接证据,鸡腿;鸡柳;鸡皮,裹粉炸,False,A:菜品直接证据,酥炸,原味,True,A:菜品直接证据,香酥;麻辣;黑椒,含团购,False,B:团购字段,1,20-30,A,二七区,长江中路沿线,口味:3.6 环境:3.6 服务:3.6,33,,1,0,方便面_鱼籽烧_五花肉串_鸡心_大头菜_黑椒肉肠_香炸鸡肉串_骨肉相连_香炸鸡皮_川香鸡柳,,
la4JhRiaN1qrxuGa,曼巴鸭梨·韩风炸鸡,韩式,False,A:菜品直接证据,韩式,鸡翅+鸡块/鸡米花/鸡柳,True,A:菜品直接证据,全翅;无骨炸鸡,腌炸,False,A:菜品直接证据,酱炸,香辣+甜辣+酸甜,True,A:菜品直接证据,香辣;芝士;酸甜,堂食+外卖+团购,False,B:多字段组合,外卖:1/团购:1,20-30,A,二七区,长江中路沿线,口味:3.8 环境:3.7 服务:3.8,24,1,1,0,浪味仙蔬菜芝士炸鸡_韩式无骨炸鸡_香辣炸平菇_韩式年糕_韩式1966葱酱炸鸡_酸甜萝卜_鸡全翅,,
idVdCfCg9vBMvwTV,三哥炸串(锦华小区店),Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,酸甜,False,A:菜品直接证据,甘梅,含外卖,False,B:外卖字段,1,Unknown,D,二七区,长江中路沿线,,,1,,0,炸饼_甘梅薯条,,
jY25MO4qgqAGy3RU,正新鸡排·炸鸡烧烤(绿博一号店),美式/西式,False,C:品牌映射,brand:正新,鸡翅+鸡排,True,C:品牌映射,brand:正新,裹粉炸,False,C:品牌映射,brand:正新,原味,False,C:品牌映射,brand:正新,档口/摊位,False,C:品牌映射,brand:正新,10-15,A,中牟县,中牟县,口味:3.4 环境:3.4 服务:3.4,12,1,1,0,爆料鸡排_中国鸡排汉堡_金锤翅根_正新大烤肠,,
k6x6N58WhvHTOFbl,正新鸡排·炸鸡烧烤(惠民广场店),美式/西式,False,C:品牌映射,brand:正新,整鸡/大单品+鸡翅+鸡排+鸡块/鸡米花/鸡柳,True,C:品牌映射,brand:正新,裹粉炸,False,C:品牌映射,brand:正新,原味,False,C:品牌映射,brand:正新,档口/摊位,False,C:品牌映射,brand:正新,10-15,A,中牟县,中牟县,口味:3.5 环境:3.5 服务:3.5,8,1,1,0,金锤翅根_吮指鸡块_欢乐炸鸡桶_正新大烤肠_香辣鸡排套_中国鸡排汉堡_大鸡肉串,,
kaTbXlrL1V7KqcJl,不可炸鸡,中式,False,C:品牌映射,brand:不可,整鸡/大单品,False,C:品牌映射,brand:不可,生炸/现炸,False,C:品牌映射,brand:不可,原味,False,C:品牌映射,brand:不可,档口/摊位,False,C:品牌映射,brand:不可,20-30,A,中牟县,中牟县,,,,,0,,,
k9WvWbhjssjPZIcj,肴之鸡炸鸡(绿博新城七号院店),韩式,True,A:菜品直接证据,韩式;新疆,鸡腿+鸡排,True,A:菜品直接证据,琵琶腿;鸡排;无骨炸鸡,Unknown,False,D:无证据,,香辣,True,A:菜品直接证据,香辣;蒜香;蜂蜜;孜然;酱油;芥末,含团购,False,B:团购字段,1,Unknown,D,中牟县,中牟县,口味:3.4 环境:3.4 服务:3.4,1,,1,0,芝士爆浆鸡排_网红酸奶麻花_藤椒琵琶腿_韩国进口果汁_盐酥杏鲍菇_深海鳕鱼排_大福_雪花啤酒_芝士拉丝热狗_大脸鸡排,,
H9lOaBMBE7Lx8kZi,韩老板韩式炸鸡,韩式,False,C:品牌映射,brand:韩老板,鸡块/鸡米花/鸡柳,False,C:品牌映射,brand:韩老板,裹粉炸,False,C:品牌映射,brand:韩老板,甜辣,False,C:品牌映射,brand:韩老板,档口/摊位,False,C:品牌映射,brand:韩老板,Unknown,D,中牟县,中牟县,口味:3.4 环境:3.4 服务:3.4,1,1,,0,,,
GaKd7MLrG0YSAZ8b,麦德富风味炸鸡,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,15-20,A,中牟县,中牟县,,,,,0,,,
G5IcoQkVBmLCildQ,ONI-SAUCE韩式炸鸡(祭城店),韩式,False,C:店名推断,韩式,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,含外卖,False,B:外卖字段,1,Unknown,D,金水区,祭城/大旺城,,,1,,0,,,
G8nyjPnw2F0Vq0XI,吮指姑娘·韩式炸鸡(祭城店),韩式,False,A:菜品直接证据,韩式,整鸡/大单品+鸡腿+鸡块/鸡米花/鸡柳,True,A:菜品直接证据,烤鸡;鸡腿;鸡块,烤炸复合,False,A:菜品直接证据,烤鸡,香辣+酱香,True,A:菜品直接证据,香辣;芝士;黑椒;奥尔良,含团购,False,B:团购字段,1,20-30,A,金水区,祭城/大旺城,,,,1,0,香辣鸡腿堡_爆款脆薯条_韩式馋嘴年糕_香辣包_爆香一口肠_法式奥尔良烤鸡_无骨鸡块,,
FQN8a0vWS5XxyEV4,爆掌柜生炸鸡架(王府井店),中式,False,C:品牌映射,brand:爆掌柜,鸡腿+鸡翅+鸡块/鸡米花/鸡柳+鸡脖/其他部位,True,C:品牌映射,brand:爆掌柜,生炸/现炸,False,C:品牌映射,brand:爆掌柜,香辣+酱香,True,C:品牌映射,brand:爆掌柜,档口/摊位,False,C:品牌映射,brand:爆掌柜,10-15,A,中原区,锦艺城/王府井,口味:3.6 环境:3.5 服务:3.5,14,,1,11,生炸小鸡腿_生炸蘑菇_生炸琵琶腿_锅巴土豆_生炸鸡胗_五香里脊肉夹饼_咖喱鸡柳肉夹饼_奥尔良腿排夹饼_香辣伴翅_生炸麻辣翅尖,,
kaY8BqU6O5ng45jN,味俱全肉肉炸鸡烤串,Unknown,False,D:无证据,,鸡腿+鸡排+鸡块/鸡米花/鸡柳,True,A:菜品直接证据,鸡腿;鸡排;鸡米花,Unknown,False,D:无证据,,Unknown,False,D:无证据,,堂食+外卖+团购,False,B:多字段组合,外卖:1/团购:1,10-15,A,上街区,铝城公园,口味:4.0 环境:4.0 服务:4.0,17,1,1,0,肉肉精品鸡柳_肉肉鸭肠_肉肉黄金小鸡腿_肉肉鸡排_肉肉精品鸡米花,,
FdNIy7lNlmdm1A73,十六炸串,Unknown,False,D:无证据,,鸡翅,False,A:菜品直接证据,鸡翅,Unknown,False,D:无证据,,香辣,True,A:菜品直接证据,辣椒;黑椒,堂食+外卖+团购,False,B:多字段组合,外卖:1/团购:1,10-15,A,上街区,铝城公园,口味:3.6 环境:3.7 服务:3.7,12,1,1,0,土豆_半切鱿鱼_素鸡_鱼豆腐_百香果_手把五花肉_李子园甜牛奶_鸭血_棒棒鸡_素面筋,,
l5AJweV2Cjn5rc7r,正新鸡排(上街店),美式/西式,False,C:品牌映射,brand:正新,整鸡/大单品+鸡翅+鸡排+鸡块/鸡米花/鸡柳,True,C:品牌映射,brand:正新,裹粉炸,False,C:品牌映射,brand:正新,原味,False,C:品牌映射,brand:正新,档口/摊位,False,C:品牌映射,brand:正新,10-15,A,上街区,铝城公园,口味:3.6 环境:3.7 服务:3.7,139,1,1,0,正新大烤肠_正新饮品_火爆鱿鱼_大鸡肉串_老式锅包肉_脆皮翅根_金丝鸡排_雪花鸡柳串_疯狂烤翅_锅巴土豆,,
G6moI23w1XGw6eMD,卤汁豆腐,Unknown,False,D:无证据,,鸡翅,True,A:菜品直接证据,翅根;鸡排,Unknown,False,D:无证据,,孜然+酸甜,True,A:菜品直接证据,香酥;孜然;番茄,含外卖,False,B:外卖字段,1,10-15,A,上街区,铝城公园,口味:3.5 环境:3.5 服务:3.5,5,1,,0,人气王鲜香卤汁豆腐_胡萝卜_金针菇_娃娃菜_卷心菜_平菇_香炸鹌鹑_孜然鸡排_五香鸡排_番茄鸡排,,
l8aoFqX0YcYpWymR,工人路炸鸡(上街宝弟店),Unknown,False,D:无证据,,鸡腿,True,A:菜品直接证据,鸡腿;鸡翅;鸡排,Unknown,False,D:无证据,,原味+香辣+椒盐,True,A:菜品直接证据,原味;香辣;椒盐,含团购,False,B:团购字段,1,20-30,A,上街区,铝城公园,口味:3.4 环境:3.4 服务:3.4,4,,1,0,雪花勇闯天涯_鸡排_香辣小龙虾炸饼_海苔风味炸饼_藤椒川香炸饼_经典原味炸饼_香酥椒盐炸饼,,
l5ftRrD650rXoAuC,小娟包菜串,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,堂食+外卖+团购,False,B:多字段组合,外卖:1/团购:1,Unknown,D,上街区,铝城公园,口味:3.5 环境:3.5 服务:3.5,3,1,1,0,方面筋_素鸡_生菜_粉丝_粉浆面_调凉皮_调擀面皮_野菜面条_豆腐竹,,
l1RhtcVEHulZZ7xa,郑记一品串串香(亚星花园店),Unknown,False,D:无证据,,整鸡/大单品+鸡翅+鸡脖/其他部位,True,A:菜品直接证据,烤鸡;鸡翅;鸡爪,烤炸复合,False,A:菜品直接证据,烤鸡,香辣,False,A:菜品直接证据,麻辣,堂食+外卖+团购,False,B:多字段组合,外卖:1/团购:1,<10,A,上街区,铝城公园,口味:3.5 环境:3.4 服务:3.5,4,1,1,0,麻辣香包_雪花勇闯天涯_麻辣鸡爪_烤鸡翅_烤五花肉_烤奶香小馒头_粉浆面条_小米绿豆稀饭_酸辣面_桂花肠,,
laxfI9894US5WDIR,熊家无二·韩式炸鸡(上街店),韩式,False,C:品牌映射,brand:熊家,鸡翅,False,C:品牌映射,brand:熊家,裹粉炸,False,C:品牌映射,brand:熊家,甜辣+孜然+酱香,True,C:品牌映射,brand:熊家,外卖型,False,C:品牌映射,brand:熊家,20-30,A,上街区,铝城公园,口味:3.8 环境:3.9 服务:3.9,24,1,1,0,西域孜然粉_无骨腿肉_韩式火鸡面_摇摇薯_芝士球_泰椒酱_果饮_酱料_时蔬石锅拌饭_韩式炸酱面,,
k8vOMfFe4OEgf2VZ,七猫炸鸡&粉粉,中式,True,A:菜品直接证据,老式炸鸡;韩式;东北,鸡腿+鸡块/鸡米花/鸡柳,True,A:菜品直接证据,大鸡;鸡腿;鸡排;鸡叉骨;鸡米花,裹粉炸,False,A:菜品直接证据,酥炸,香辣+椒盐+酸甜,True,A:菜品直接证据,香酥;辣;椒盐;奥尔良;番茄,堂食+外卖+团购,False,B:多字段组合,外卖:1/团购:1,Unknown,D,上街区,铝城公园,口味:3.4 环境:3.4 服务:3.4,1,1,1,0,麻酱凉皮_酸辣金汤玉米面_韩式夹心年糕_柠檬水_海苔鸡柳_奶香玉米甜心_韩式无骨鸡腿肉_番茄米线_椒盐鸡米花_东北玉米凉面,,
H12pfBEz8DBiKvhQ,永芳炸串,Unknown,False,D:无证据,,鸡腿+鸡翅+鸡排+鸡块/鸡米花/鸡柳,True,A:菜品直接证据,鸡腿;鸡翅;鸡排;鸡柳;鸡心,Unknown,False,D:无证据,,Unknown,False,D:无证据,,堂食+外卖+团购,False,B:多字段组合,外卖:1/团购:1,Unknown,D,上街区,铝城公园,口味:3.4 环境:3.4 服务:3.4,2,1,1,0,鸡腿肉串_炸鸡柳_藤椒鸡排_浆面条_包菜_娃娃菜_土豆片_素鸡翅_豆角_面筋圈,,
lal4GPq49hmZe20X,老妈炸串,Unknown,False,D:无证据,,鸡排,True,A:菜品直接证据,鸡排;鸡块,Unknown,False,D:无证据,,原味,True,A:菜品直接证据,经典;香辣,堂食+外卖+团购,False,B:多字段组合,外卖:1/团购:1,<10,A,上街区,铝城公园,口味:3.4 环境:3.4 服务:3.4,4,1,1,0,老式烧饼_雪碧透心凉_苕皮_百事可乐经典包装_炸淀粉肠_油炸龙豆_炸羊肉串_小面筋圈_蚕丝肉_豆扣,,
k9uHZKxhKV8BVr0C,发园炸串,Unknown,False,D:无证据,,鸡脖/其他部位,False,A:菜品直接证据,鸡皮,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,20-30,A,上街区,铝城公园,口味:4.1 环境:3.6 服务:3.8,37,,,0,鸡皮_脆骨_玉米粒_香菇_茄子_青椒_年糕_千丝万缕_枣肠_豆角,,
k4rTwUIHzUD5pCKX,潼掌柜生炸鸡架,中式,False,C:品牌映射,brand:潼掌柜,鸡腿+鸡架/锁骨/叉骨+鸡脖/其他部位,True,C:品牌映射,brand:潼掌柜,生炸/现炸,False,C:品牌映射,brand:潼掌柜,香辣,False,C:品牌映射,brand:潼掌柜,档口/摊位,False,C:品牌映射,brand:潼掌柜,<10,A,上街区,铝城公园,口味:3.8 环境:3.9 服务:3.8,11,1,1,0,超级生炸鸡叉骨_生炸脆鸡胗_生炸鸡背肉_爆汁小鸡腿_开花鸡腿_生炸鸡架,,
j9LgzNPJByTa2sjZ,爆掌柜生炸鸡架(王府井店),中式,False,C:品牌映射,brand:爆掌柜,鸡腿+鸡架/锁骨/叉骨+鸡脖/其他部位,True,C:品牌映射,brand:爆掌柜,生炸/现炸,False,C:品牌映射,brand:爆掌柜,香辣,False,C:品牌映射,brand:爆掌柜,档口/摊位,False,C:品牌映射,brand:爆掌柜,10-15,A,中原区,锦艺城/王府井,口味:3.5 环境:3.5 服务:3.5,12,1,,11,生炸小鸡腿_生榨鸡叉骨_生炸琵琶腿_锅巴土豆_生炸鸡胗_柠檬爆汁鸡叉骨,,
k7npDYmqjWBt1yRH,糊涂炸鸡,Unknown,False,D:无证据,,整鸡/大单品+鸡腿,True,A:菜品直接证据,大鸡;鸡腿,Unknown,False,D:无证据,,Unknown,False,D:无证据,,含团购,False,B:团购字段,1,Unknown,D,上街区,铝城公园,,,,1,0,轰炸大鸡腿_炸小鸡腿,,
kaZaSQPpngPtgVfa,兵哥包菜串,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,含团购,False,B:团购字段,1,<10,A,上街区,铝城公园,,,,1,0,上华菠菜_外婆菜鸡蛋灌饼_大窑荔枝汽水_蓝莓果汁_宽粉_麻酱水饺_炒米_打卤棒骨_木樨炒方便面_功夫汽水,,
H5TthFInkDWS9Jyl,王小乖·老式炸鸡(家家欣购物中心店),中式,False,A:菜品直接证据,香酥鸡,整鸡/大单品+鸡腿+鸡架/锁骨/叉骨,True,A:菜品直接证据,大鸡;鸡腿;鸡架;鸡爪,生炸/现炸,False,A:菜品直接证据,生炸,原味,True,A:菜品直接证据,香酥;微辣,堂食+外卖+团购,False,B:多字段组合,外卖:1/团购:1,<10,A,中牟县,锦荣悦汇城,口味:3.8 环境:3.8 服务:3.8,22,1,1,0,招牌大鸡腿_现炸烟熏鸡架_招牌秘制大鸡腿_现炸香酥鸡叉骨_手工棒棒鸡_香酥鸡背肉,,
G4RX8z3Sm4jWaP6R,游喜鸡·炸鸡(鸡排·拌饭),Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,含外卖,False,B:外卖字段,1,Unknown,D,中牟县,锦荣悦汇城,,,1,,0,,,
k7l8wxwTT6SKRUok,火爆炸串,Unknown,False,D:无证据,,鸡块/鸡米花/鸡柳,False,A:菜品直接证据,鸡柳,Unknown,False,D:无证据,,Unknown,False,D:无证据,,含团购,False,B:团购字段,1,<10,A,上街区,铝城公园,,,,1,0,炸鸡柳_炸淀粉肠,,
l3T2GMtt4mLbqB5U,桂花香炸串(金屏路店),Unknown,False,D:无证据,,鸡块/鸡米花/鸡柳+鸡脖/其他部位,True,A:菜品直接证据,鸡柳;鸡胗,Unknown,False,D:无证据,,Unknown,False,D:无证据,,含外卖,False,B:外卖字段,1,15-20,A,上街区,铝城公园,口味:4.3 环境:4.0 服务:4.1,96,1,,0,豆腐干_烧饼_鸡柳_羊肉_花花牛妙酸乳饮品_南瓜饼_糊涂面条_蔬菜茄片_双汇蒸煮淀粉肉肠_鸡胗,,
